"";"0101";"0102";"0103";"0104";"0105";"0106";"0107";"0108";"0109";"0110";"0111";"0112";"0113";"0114";"0115";"0116";"0117";"0118";"0119";"0120";"0121";"0122";"0123";"0124"
"101";0;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;1;0
"102";1;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1
"103";0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0
"104";0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1
"105";1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0
"106";1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;1;0;0
"107";0;1;1;1;0;0;0;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;1;1
"108";0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1
"109";0;1;1;1;0;0;1;1;0;1;0;1;1;1;1;1;0;1;0;1;1;0;0;1
"110";1;0;0;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0;1;0;1;1;1;0
"111";1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0
"112";0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1
"113";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"114";1;1;0;1;1;0;1;1;1;1;1;0;1;0;1;1;0;0;1;0;1;0;1;1
"115";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0
"116";0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1
"117";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"118";0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;1;1;0;0;1
"119";1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0
"120";0;0;1;0;0;0;1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0
"121";1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;1;1;1
"122";1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0
"123";1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;0;1
"124";0;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;0;1;0
