"";"0401";"0402";"0403";"0404";"0405";"0406";"0407";"0408";"0409";"0410";"0411";"0412";"0413";"0414";"0415";"0416";"0417";"0418";"0419";"0420";"0421";"0422";"0423";"0424"
"401";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"402";0;0;1;0;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;1;0;0
"403";1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0
"404";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"405";0;1;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1
"406";0;0;1;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1
"407";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"408";1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0
"409";0;0;1;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0
"410";1;1;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;0
"411";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0
"412";0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0
"413";0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0
"414";0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1
"415";0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;1;0;1;1;1;1
"416";1;1;1;0;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;0;0;1;0;0
"417";0;1;1;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;0;0
"418";0;0;1;0;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;1;1;0
"419";0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0
"420";0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0
"421";0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0
"422";0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0
"423";0;0;0;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1
"424";0;0;0;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;1;0;1;0;1;0
