"";"0301";"0302";"0303";"0304";"0305";"0306";"0307";"0308";"0309";"0310";"0311";"0312";"0313";"0314";"0315";"0316";"0317";"0318";"0319";"0320";"0321";"0322";"0323"
"301";0;0;0;1;0;0;1;1;0;0;0;1;1;1;0;1;1;0;1;0;0;1;0
"302";1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0
"303";0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0
"304";1;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
"305";0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;1;1;0
"306";0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0
"307";1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0
"308";0;1;0;1;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;1;0;1;0
"309";0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0
"310";0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"311";0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;1;0
"312";0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0
"313";0;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0
"314";1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
"315";0;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0
"316";0;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0
"317";1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"318";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
"319";0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0
"320";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"321";0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0
"322";1;1;1;0;1;1;0;1;1;0;0;0;1;0;0;1;1;1;1;1;1;0;0
"323";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0
